dep;jour;current_hosp;current_critical;total_returned_home;total_death;cumulative_hosp;cumulative_critical;cumulative_death;cumulative_returned_home;new_hosp;new_critical;new_death;new_returned_home;current_men_hosp;current_men_critical;total_men_returned_home;total_men_death;current_women_hosp;current_women_critical;total_women_returned_home;total_women_death
25;2020-03-28;91;38;72;22;147;32;21;68;6;1;1;14;62;31;36;11;29;7;36;11
25;2020-03-29;148;56;84;25;217;49;24;80;70;17;3;12;101;47;43;13;47;9;41;12
25;2020-03-30;152;53;89;26;233;50;25;85;16;1;1;5;102;44;45;14;50;9;44;12
25;2020-03-31;148;51;107;34;265;58;33;103;32;8;8;18;103;44;52;22;44;7;55;12
25;2020-04-01;161;53;117;34;291;66;33;113;26;8;0;10;103;45;59;22;57;8;58;12
25;2020-04-02;186;62;130;35;331;76;34;126;40;10;1;13;118;51;64;23;66;10;66;12
25;2020-04-03;173;72;151;43;351;90;42;147;20;14;8;21;111;60;75;30;60;11;76;13
25;2020-04-04;175;76;168;46;374;98;45;164;23;8;3;17;109;59;84;32;64;16;84;14
25;2020-04-05;183;73;178;49;395;100;48;174;21;2;3;10;115;59;86;33;66;13;90;15
25;2020-04-06;183;75;184;51;402;103;50;181;7;3;2;7;112;59;90;33;67;13;93;17
25;2020-04-07;196;81;188;58;426;113;57;190;24;10;7;9;118;63;94;35;74;15;93;22
25;2020-04-08;199;81;205;59;447;116;58;210;21;3;1;20;120;62;105;36;76;17;98;22
25;2020-04-09;199;77;219;60;462;121;59;225;15;5;1;15;118;59;113;37;76;16;105;22
25;2020-04-10;190;75;234;65;473;122;64;240;11;1;5;15;113;57;120;41;72;16;113;23
25;2020-04-11;186;77;248;68;486;124;67;254;13;2;3;14;106;58;130;44;75;16;117;23
26;2020-03-19;32;8;2;0;15;5;1;2;15;5;1;2;18;5;1;0;14;3;1;0
26;2020-03-20;38;9;2;2;18;6;2;2;3;1;1;0;22;6;1;1;16;3;1;1
26;2020-03-21;43;9;2;2;30;9;4;3;12;3;2;1;24;6;1;1;19;3;1;1
26;2020-03-22;46;11;3;4;35;11;5;4;5;2;1;1;25;7;1;2;21;4;2;2
26;2020-03-23;58;16;5;7;47;15;7;5;12;4;2;1;35;12;2;3;23;4;3;4
26;2020-03-24;67;21;10;9;67;20;9;10;20;5;2;5;41;16;4;3;26;5;6;6
26;2020-03-25;90;25;13;14;99;26;14;13;32;6;5;3;51;18;5;8;39;7;8;6
26;2020-03-26;116;30;26;18;143;35;19;26;44;9;5;13;72;22;11;11;43;7;15;7
26;2020-03-27;129;35;39;21;173;43;22;39;30;8;3;13;87;27;15;12;39;6;24;9
26;2020-03-28;165;46;41;21;207;53;22;41;34;10;0;2;109;36;17;12;53;8;24;9
26;2020-03-29;183;52;41;22;225;59;23;41;18;6;1;0;119;41;17;13;61;9;24;9
26;2020-03-30;209;61;53;32;275;70;33;53;50;11;10;12;130;48;22;21;75;11;31;11
26;2020-03-31;214;61;64;39;302;75;40;65;27;5;7;12;133;47;29;25;79;12;35;14
26;2020-04-01;240;62;76;40;343;81;41;78;41;6;1;13;148;48;35;26;89;12;41;14
26;2020-04-02;229;62;92;44;354;82;46;94;11;1;5;16;146;49;43;26;81;11;49;18
26;2020-04-03;250;67;105;52;402;87;54;108;48;5;8;14;155;52;52;33;93;13;53;19
26;2020-04-04;254;69;119;55;425;91;57;122;23;4;3;14;154;52;62;34;98;15;57;21
26;2020-04-05;251;65;125;57;432;91;59;128;7;0;2;6;152;49;65;35;97;14;60;22
26;2020-04-06;260;71;133;63;458;98;65;136;26;7;6;8;154;53;70;38;104;16;63;25
26;2020-04-07;244;68;159;64;479;102;66;162;21;4;1;26;146;51;82;39;96;15;77;25
26;2020-04-08;247;66;168;69;498;103;71;172;19;1;5;10;153;50;87;41;92;14;81;28
26;2020-04-09;241;66;182;71;512;104;73;186;14;1;2;14;146;49;94;43;93;15;88;28
26;2020-04-10;230;61;193;73;521;106;75;197;9;2;2;11;134;44;103;44;94;15;90;29
26;2020-04-11;227;60;205;77;540;109;79;209;19;3;4;12;131;43;110;46;94;15;95;31
27;2020-03-19;1;1;0;1;2;1;1;0;2;1;1;0;1;1;0;1;0;0;0;0
27;2020-03-20;4;1;0;1;4;1;1;0;2;0;0;0;4;1;0;1;0;0;0;0
27;2020-03-21;7;3;0;0;6;2;1;0;2;1;0;0;5;1;0;0;2;2;0;0
27;2020-03-22;12;4;0;0;11;3;1;0;5;1;0;0;7;1;0;0;5;3;0;0
27;2020-03-23;15;4;0;0;14;3;1;0;3;0;0;0;8;1;0;0;7;3;0;0
27;2020-03-24;15;4;0;0;14;3;1;0;0;0;0;0;8;1;0;0;7;3;0;0
27;2020-03-25;22;6;0;0;20;4;1;0;6;1;0;0;13;3;0;0;9;3;0;0
27;2020-03-26;35;9;0;1;31;5;2;0;11;1;1;0;21;5;0;0;14;4;0;1
27;2020-03-27;37;10;0;1;32;5;2;0;1;0;0;0;23;6;0;0;14;4;0;1
27;2020-03-28;37;10;1;1;33;5;2;1;1;0;0;1;23;6;0;0;14;4;1;1
27;2020-03-29;37;10;1;1;33;5;2;1;0;0;0;0;23;6;0;0;14;4;1;1
27;2020-03-30;39;12;3;3;37;5;4;3;4;0;2;2;27;8;0;1;12;4;3;2
27;2020-03-31;43;15;14;8;55;7;9;13;18;2;5;10;31;12;2;1;12;3;11;7
27;2020-04-01;43;10;21;8;68;7;9;20;13;0;0;7;30;9;5;1;13;1;15;7
27;2020-04-02;54;10;19;10;78;7;11;20;10;0;2;0;35;9;4;2;18;1;14;8
27;2020-04-03;63;12;22;11;89;7;12;23;11;0;1;3;36;8;5;2;26;4;16;9
27;2020-04-04;69;12;22;12;95;7;13;23;6;0;1;0;40;8;5;3;28;4;16;9
27;2020-04-05;68;12;22;13;95;7;14;23;0;0;1;0;39;8;5;4;28;4;16;9
27;2020-04-06;67;11;23;15;101;9;16;24;6;2;2;1;41;9;6;5;25;2;16;10
27;2020-04-07;66;12;26;22;110;10;23;28;9;1;7;4;42;9;7;8;23;3;18;14
27;2020-04-08;50;6;40;28;120;10;29;42;10;0;6;14;33;5;17;12;16;1;23;16
27;2020-04-09;67;6;44;31;143;10;32;46;23;0;3;4;40;5;18;14;26;1;26;17
27;2020-04-10;87;8;47;33;168;12;34;49;25;2;2;3;54;7;19;16;33;1;27;17
27;2020-04-11;94;8;47;33;175;12;34;49;7;0;0;0;57;7;19;16;37;1;27;17
28;2020-03-19;11;4;0;1;6;1;0;0;6;1;0;0;5;2;0;1;6;2;0;0
28;2020-03-20;12;2;0;1;7;1;0;0;1;0;0;0;5;1;0;1;7;1;0;0
28;2020-03-21;13;2;1;1;10;1;0;2;3;0;0;2;6;1;0;1;7;1;1;0
28;2020-03-22;15;2;2;1;12;1;0;2;2;0;0;0;8;1;0;1;7;1;2;0
28;2020-03-23;34;10;2;2;32;9;1;2;20;8;1;0;17;5;0;2;14;4;2;0
28;2020-03-24;41;12;3;3;41;11;2;3;9;2;1;1;23;6;1;2;16;5;2;0
28;2020-03-25;50;18;6;4;56;18;3;6;15;7;1;3;31;12;2;2;17;6;4;1
28;2020-03-26;58;20;10;8;74;22;7;10;18;4;4;4;40;14;2;3;16;5;7;5
28;2020-03-27;68;25;13;10;87;28;9;13;13;6;2;3;51;20;3;3;14;4;9;7
28;2020-03-28;73;24;15;10;94;28;9;15;7;0;0;2;53;19;5;3;17;4;9;7
28;2020-03-29;98;27;17;11;121;30;10;17;27;2;1;2;65;21;5;3;31;5;10;8
28;2020-03-30;114;29;23;17;145;31;16;23;24;1;6;6;76;22;7;7;36;6;13;10
28;2020-03-31;121;27;27;17;161;33;16;28;16;2;0;5;79;20;9;7;40;6;15;10
28;2020-04-01;121;29;34;17;168;35;16;34;7;2;0;6;79;20;15;7;40;8;16;10
28;2020-04-02;146;31;53;18;214;38;18;54;46;3;2;20;89;22;24;8;53;8;25;10
28;2020-04-03;151;28;64;21;233;38;21;65;19;0;3;11;88;21;32;11;59;6;28;10
28;2020-04-04;162;28;76;24;264;40;24;78;31;2;3;13;91;21;38;13;66;6;33;11
28;2020-04-05;174;31;79;25;280;43;25;81;16;3;1;3;98;23;39;14;70;7;35;11
28;2020-04-06;166;30;96;29;293;45;29;98;13;2;4;17;93;21;48;17;65;8;43;12
28;2020-04-07;171;29;104;31;310;45;31;106;17;0;2;8;95;21;50;19;68;7;49;12
28;2020-04-08;177;31;124;36;341;48;36;126;31;3;5;20;93;21;62;20;76;9;55;16
28;2020-04-09;186;29;132;37;364;48;37;134;23;0;1;8;92;20;68;21;85;8;57;16
28;2020-04-10;198;30;144;40;389;49;40;147;25;1;3;13;102;22;74;23;87;7;62;17
28;2020-04-11;202;25;148;41;396;50;41;151;7;1;1;4;104;17;77;23;90;7;62;18
29;2020-03-19;17;5;6;0;12;1;0;3;12;1;0;3;9;4;3;0;8;1;3;0
29;2020-03-20;20;4;6;1;13;2;1;3;1;1;1;0;9;3;3;1;11;1;3;0
29;2020-03-21;20;2;6;1;14;3;1;3;1;1;0;0;9;2;3;1;11;0;3;0
29;2020-03-22;19;2;9;2;21;3;2;6;7;0;1;3;9;2;3;2;8;0;6;0
29;2020-03-23;22;1;9;4;29;6;4;6;8;3;2;0;11;1;3;3;9;0;6;1
29;2020-03-24;22;1;14;5;39;10;5;11;10;4;1;5;11;1;5;4;10;0;9;1
29;2020-03-25;33;9;17;5;50;16;5;14;11;6;0;3;19;6;7;4;14;3;10;1
29;2020-03-26;41;9;20;5;60;17;5;17;10;1;0;3;27;7;8;4;14;2;12;1
29;2020-03-27;41;9;23;5;65;18;5;20;5;1;0;3;26;7;11;4;15;2;12;1
29;2020-03-28;48;11;25;5;80;29;5;22;15;11;0;2;28;9;12;4;20;2;13;1
29;2020-03-29;50;11;28;5;87;29;6;25;7;0;1;3;30;9;12;4;20;2;16;1
29;2020-03-30;54;12;29;6;95;33;7;26;8;4;1;1;31;10;13;4;23;2;16;2
29;2020-03-31;49;12;37;7;103;40;8;34;8;7;1;8;27;11;19;4;22;1;18;3
29;2020-04-01;56;17;41;7;117;48;8;38;14;8;0;4;33;15;20;4;23;2;21;3
29;2020-04-02;66;27;48;7;124;51;8;46;7;3;0;8;43;22;22;4;23;5;25;3
29;2020-04-03;74;32;55;7;136;54;8;53;12;3;0;7;48;26;26;4;26;6;28;3
29;2020-04-04;79;33;56;8;143;55;9;54;7;1;1;1;51;26;27;5;28;7;28;3
29;2020-04-05;82;34;59;9;149;56;10;57;6;1;1;3;49;26;29;6;33;8;29;3
29;2020-04-06;93;40;60;9;152;56;10;58;3;0;0;1;57;31;29;6;36;9;30;3
29;2020-04-07;94;42;62;9;154;57;10;61;2;1;0;3;60;33;29;6;34;9;32;3
29;2020-04-08;102;43;66;11;168;58;12;65;14;1;2;4;65;34;31;7;37;9;34;4
29;2020-04-09;109;40;69;11;177;58;12;68;9;0;0;3;68;31;34;7;41;9;34;4
29;2020-04-10;110;40;78;12;187;59;13;77;10;1;1;9;70;32;41;7;40;8;36;5
29;2020-04-11;116;39;82;13;198;60;14;81;11;1;1;4;73;31;44;8;42;8;37;5
2A;2020-03-19;1;0;1;1;54;7;1;9;54;7;1;9;1;0;1;0;0;0;0;1
2A;2020-03-20;60;14;10;3;62;7;3;10;8;0;2;1;35;9;7;1;25;5;3;2
2A;2020-03-21;62;14;12;4;66;7;4;13;4;0;1;3;36;10;7;1;26;4;5;3
2A;2020-03-22;58;13;13;6;73;9;6;14;7;2;2;1;35;10;7;2;23;3;6;4
2A;2020-03-23;59;9;14;7;81;10;7;15;8;1;1;1;30;5;7;3;29;4;7;4
2A;2020-03-24;63;9;18;7;89;10;7;19;8;0;0;4;29;5;10;3;34;4;8;4
2A;2020-03-25;74;9;21;14;110;10;14;22;21;0;7;3;39;5;11;7;35;4;10;7
2A;2020-03-26;88;13;22;17;128;14;17;24;18;4;3;2;46;9;11;9;42;4;11;8
2A;2020-03-27;95;12;24;17;138;14;17;26;10;0;0;2;52;9;12;9;43;3;12;8
2A;2020-03-28;101;17;25;17;147;20;17;28;9;6;0;2;49;12;13;9;52;5;12;8
2A;2020-03-29;91;19;31;17;162;24;17;34;15;4;0;6;45;15;16;9;46;4;15;8
2A;2020-03-30;92;19;43;17;176;25;17;46;14;1;0;12;44;15;20;9;47;4;23;8
2A;2020-03-31;89;21;45;18;179;27;18;50;3;2;1;4;44;17;20;10;44;4;25;8
2A;2020-04-01;88;24;45;19;182;30;19;50;3;3;1;0;44;19;20;11;43;5;25;8
2A;2020-04-02;74;22;47;21;188;31;21;52;6;1;2;2;38;17;21;13;36;5;26;8
2A;2020-04-03;72;22;48;24;191;32;24;54;3;1;3;2;34;17;21;16;38;5;27;8
2A;2020-04-04;80;23;46;24;198;33;24;54;7;1;0;0;37;18;21;16;43;5;25;8
2A;2020-04-05;78;23;48;24;198;33;24;56;0;0;0;2;36;18;22;16;42;5;26;8
2A;2020-04-06;76;22;48;27;199;34;27;56;1;1;3;0;33;17;22;19;43;5;26;8
2A;2020-04-07;79;21;45;29;204;37;29;56;5;3;2;0;32;15;21;20;47;6;24;9
2A;2020-04-08;81;19;45;29;208;40;29;57;4;3;0;1;34;14;20;20;47;5;25;9
2A;2020-04-09;78;17;47;31;209;41;31;59;1;1;2;2;33;14;20;22;45;3;27;9
2A;2020-04-10;72;14;51;32;209;41;32;63;0;0;1;4;30;12;22;22;42;2;29;10
2A;2020-04-11;70;14;53;33;210;41;33;65;1;0;1;2;30;12;22;23;40;2;31;10
2B;2020-03-19;0;0;0;0;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0
2B;2020-03-20;6;0;23;0;29;0;0;23;28;0;0;22;3;0;11;0;3;0;12;0
2B;2020-03-21;6;0;23;0;29;0;0;23;0;0;0;0;3;0;11;0;3;0;12;0
2B;2020-03-22;6;0;23;0;29;0;0;23;0;0;0;0;3;0;11;0;3;0;12;0
2B;2020-03-23;6;0;31;0;37;0;0;31;8;0;0;8;3;0;15;0;3;0;16;0
2B;2020-03-24;7;0;33;0;41;0;0;34;4;0;0;3;3;0;16;0;4;0;17;0
2B;2020-03-25;7;0;33;1;42;0;1;34;1;0;1;0;3;0;16;1;4;0;17;0
2B;2020-03-26;7;0;41;2;51;0;2;42;9;0;1;8;3;0;21;2;4;0;20;0
2B;2020-03-27;7;1;46;2;56;1;2;47;5;1;0;5;3;0;23;2;4;1;23;0
2B;2020-03-28;7;1;46;2;57;1;2;47;1;0;0;0;3;0;23;2;4;1;23;0
2B;2020-03-29;7;1;48;2;58;1;2;49;1;0;0;2;3;0;24;2;4;1;24;0
2B;2020-03-30;7;1;48;2;58;1;2;49;0;0;0;0;3;0;24;2;4;1;24;0
2B;2020-03-31;10;1;55;2;68;1;2;57;10;0;0;8;3;0;29;2;7;1;26;0
2B;2020-04-01;8;1;57;2;68;1;2;60;0;0;0;3;3;0;29;2;5;1;28;0
2B;2020-04-02;12;3;63;2;82;3;2;66;14;2;0;6;5;1;34;2;7;2;29;0
2B;2020-04-03;16;3;68;2;88;3;2;71;6;0;0;5;9;1;36;2;7;2;32;0
2B;2020-04-04;17;3;70;2;108;4;2;73;20;1;0;2;10;1;37;2;7;2;33;0
2B;2020-04-05;17;3;69;2;108;4;2;73;0;0;0;0;9;1;37;2;8;2;32;0
2B;2020-04-06;16;2;67;3;108;4;3;73;0;0;1;0;8;0;36;3;8;2;31;0
2B;2020-04-07;15;2;68;3;108;4;3;74;0;0;0;1;7;0;37;3;8;2;31;0
2B;2020-04-08;9;2;65;3;110;4;3;76;2;0;0;2;2;0;34;3;7;2;31;0
2B;2020-04-09;10;2;65;3;111;4;3;76;1;0;0;0;3;0;34;3;7;2;31;0
2B;2020-04-10;6;1;69;3;111;4;3;80;0;0;0;4;2;0;35;3;4;1;34;0
2B;2020-04-11;6;1;69;3;111;4;3;80;0;0;0;0;2;0;35;3;4;1;34;0
30;2020-03-19;4;1;7;1;2;1;1;1;2;1;1;1;4;1;2;1;0;0;5;0
30;2020-03-20;8;1;7;1;6;1;1;1;4;0;0;0;7;1;2;1;1;0;5;0
30;2020-03-21;7;1;11;1;10;1;1;5;4;0;0;4;6;1;6;1;1;0;5;0
30;2020-03-22;13;1;10;2;15;1;2;5;5;0;1;0;9;1;5;2;4;0;5;0
30;2020-03-23;15;5;11;2;18;5;2;6;3;4;0;1;10;4;6;2;5;1;5;0
30;2020-03-24;14;8;14;4;22;10;4;9;4;5;2;3;11;7;8;3;3;1;6;1
30;2020-03-25;19;10;15;5;29;12;5;10;7;2;1;1;16;10;9;4;3;0;6;1
30;2020-03-26;17;11;17;5;29;14;5;12;0;2;0;2;15;10;10;4;2;1;7;1
30;2020-03-27;25;11;19;6;40;14;6;14;11;0;1;2;19;10;12;5;6;1;7;1
30;2020-03-28;36;14;19;6;53;18;6;14;13;4;0;0;26;11;12;5;10;3;7;1
30;2020-03-29;39;13;19;9;59;20;9;14;6;2;3;0;28;10;12;7;11;3;7;2
30;2020-03-30;44;17;19;9;64;24;9;14;5;4;0;0;30;11;12;7;14;6;7;2
30;2020-03-31;55;20;24;10;82;30;10;19;18;6;1;5;34;14;16;8;21;6;8;2
30;2020-04-01;74;26;25;10;102;35;10;20;20;5;0;1;44;18;16;8;30;8;9;2
30;2020-04-02;74;30;34;11;112;41;11;29;10;6;1;9;44;23;22;8;30;7;12;3
30;2020-04-03;70;30;38;13;115;44;13;34;3;3;2;5;42;23;23;10;28;7;15;3
30;2020-04-04;66;29;41;14;115;44;14;37;0;0;1;3;39;22;25;11;27;7;16;3
30;2020-04-05;89;36;42;14;140;52;14;38;25;8;0;1;58;28;25;11;31;8;17;3
30;2020-04-06;106;41;45;17;160;57;17;41;20;5;3;3;67;34;26;13;39;7;19;4
30;2020-04-07;110;43;56;17;173;59;17;53;13;2;0;12;68;37;34;13;42;6;22;4
30;2020-04-08;104;41;66;21;181;61;21;63;8;2;4;10;64;35;40;14;40;6;26;7
30;2020-04-09;106;41;72;21;189;62;21;69;8;1;0;6;64;34;43;14;42;7;29;7
30;2020-04-10;108;41;83;22;203;65;22;81;14;3;1;12;68;33;48;14;40;8;35;8
30;2020-04-11;97;40;96;23;206;68;23;94;3;3;1;13;62;32;55;14;35;8;41;9
31;2020-03-19;26;6;13;1;8;3;1;4;8;3;1;4;18;5;5;0;8;1;8;1
31;2020-03-20;35;10;16;2;21;8;2;4;13;5;1;0;26;9;6;1;9;1;10;1
31;2020-03-21;51;14;17;2;40;12;2;10;19;4;0;6;41;13;8;1;10;1;9;1
31;2020-03-22;55;16;23;2;54;15;2;12;14;3;0;2;45;15;11;1;10;1;12;1
31;2020-03-23;71;19;26;2;71;22;2;15;17;7;0;3;53;16;11;1;18;3;15;1
31;2020-03-24;89;28;38;3;101;32;3;28;30;10;1;13;62;21;17;2;27;7;21;1
31;2020-03-25;108;36;44;3;130;44;3;34;29;12;0;6;75;27;19;2;33;9;25;1
31;2020-03-26;140;55;49;3;167;65;3;39;37;21;0;5;99;44;20;2;40;11;29;1
31;2020-03-27;156;56;52;5;192;74;5;42;25;9;2;3;108;47;22;4;47;9;30;1
31;2020-03-28;163;60;62;6;209;80;6;52;17;6;1;10;109;51;28;4;54;9;33;2
31;2020-03-29;185;65;65;7;235;89;7;55;26;9;1;3;122;55;29;4;62;10;35;3
31;2020-03-30;214;78;70;7;269;104;7;60;34;15;0;5;145;65;31;4;67;12;38;3
31;2020-03-31;219;83;90;7;298;112;7;80;29;8;0;20;152;70;38;4;66;12;52;3
31;2020-04-01;216;91;108;11;320;125;11;98;22;13;4;18;152;76;47;8;64;15;61;3
31;2020-04-02;214;95;125;13;340;134;13;115;20;9;2;17;146;78;59;10;68;17;66;3
31;2020-04-03;226;97;136;13;356;138;13;126;16;4;0;11;152;78;63;10;74;19;73;3
31;2020-04-04;227;105;150;14;369;146;14;140;13;8;1;14;153;84;72;10;73;20;78;4
31;2020-04-05;226;102;156;15;373;148;15;146;4;2;1;6;154;81;75;11;71;20;81;4
31;2020-04-06;235;107;161;17;387;157;17;151;14;9;2;5;160;87;79;13;74;19;82;4
31;2020-04-07;230;102;178;19;403;159;20;168;16;2;3;17;156;85;88;14;73;16;90;5
31;2020-04-08;229;108;191;21;413;168;22;181;10;9;2;13;158;89;96;16;70;18;95;5
31;2020-04-09;247;106;213;23;455;172;24;203;42;4;2;22;166;86;109;17;80;19;104;6
31;2020-04-10;250;97;228;26;480;176;27;218;25;4;3;15;167;83;118;19;82;14;110;7
31;2020-04-11;239;97;249;28;494;179;29;239;14;3;2;21;158;84;133;19;80;13;116;9
32;2020-03-19;3;3;0;0;2;2;0;0;2;2;0;0;3;3;0;0;0;0;0;0
32;2020-03-20;3;3;0;0;2;2;0;0;0;0;0;0;3;3;0;0;0;0;0;0
32;2020-03-21;4;3;0;0;3;2;0;0;1;0;0;0;4;3;0;0;0;0;0;0
32;2020-03-22;4;3;0;0;3;2;0;0;0;0;0;0;4;3;0;0;0;0;0;0
32;2020-03-23;5;3;0;0;4;2;0;0;1;0;0;0;4;3;0;0;1;0;0;0
32;2020-03-24;8;3;0;0;7;2;0;0;3;0;0;0;7;3;0;0;1;0;0;0
32;2020-03-25;11;3;0;0;10;2;0;0;3;0;0;0;10;3;0;0;1;0;0;0
32;2020-03-26;10;3;1;0;10;2;0;1;0;0;0;1;9;3;1;0;1;0;0;0
32;2020-03-27;15;4;1;0;15;3;0;1;5;1;0;0;14;4;1;0;1;0;0;0
32;2020-03-28;16;4;1;0;16;3;0;1;1;0;0;0;15;4;1;0;1;0;0;0
32;2020-03-29;20;4;1;0;20;3;0;1;4;0;0;0;17;4;1;0;3;0;0;0
32;2020-03-30;19;4;1;1;21;3;1;1;1;0;1;0;16;4;1;1;3;0;0;0
32;2020-03-31;19;4;3;2;24;3;2;3;3;0;1;2;15;4;2;2;4;0;1;0
32;2020-04-01;25;4;4;3;32;3;3;4;8;0;1;1;19;4;3;3;6;0;1;0
32;2020-04-02;27;5;6;3;36;4;3;6;4;1;0;2;19;5;4;3;8;0;2;0
32;2020-04-03;27;5;6;5;38;4;5;6;2;0;2;0;20;5;4;4;7;0;2;1
32;2020-04-04;27;5;7;7;42;4;7;7;4;0;2;1;19;5;5;5;8;0;2;2
32;2020-04-05;29;5;7;7;44;5;7;7;2;1;0;0;19;5;5;5;10;0;2;2
32;2020-04-06;28;5;8;7;45;5;7;8;1;0;0;1;19;5;5;5;9;0;3;2
32;2020-04-07;26;5;13;8;49;5;8;13;4;0;1;5;16;5;8;6;10;0;5;2
32;2020-04-08;29;4;14;8;53;5;8;14;4;0;0;1;17;4;9;6;12;0;5;2
32;2020-04-09;28;5;16;8;54;6;8;16;1;1;0;2;15;4;11;6;13;1;5;2
32;2020-04-10;25;4;20;8;55;6;8;20;1;0;0;4;12;3;14;6;13;1;6;2
32;2020-04-11;23;4;21;9;55;6;9;21;0;0;1;1;11;3;15;6;12;1;6;3
33;2020-03-19;7;5;7;2;15;3;1;6;15;3;1;6;5;4;3;1;2;1;4;1
33;2020-03-20;10;5;12;2;21;7;1;9;6;4;0;3;5;4;7;1;5;1;5;1
33;2020-03-21;39;15;12;2;55;21;1;10;34;14;0;1;24;11;7;1;15;4;5;1
33;2020-03-22;54;23;13;2;64;22;1;10;9;1;0;0;35;15;7;1;19;8;6;1
33;2020-03-23;68;24;19;3;86;26;2;16;22;4;1;6;46;17;9;1;22;7;10;2
33;2020-03-24;99;41;27;3;129;49;2;24;43;23;0;8;64;28;11;1;35;13;16;2
33;2020-03-25;144;41;55;6;217;57;5;52;88;8;3;28;91;29;20;1;51;12;35;5
33;2020-03-26;166;46;72;11;264;66;10;69;47;9;5;17;104;34;26;4;60;12;46;7
33;2020-03-27;204;53;91;15;328;79;14;88;64;13;4;19;119;39;34;6;82;13;57;9
33;2020-03-28;216;56;98;17;359;85;18;95;31;6;4;7;126;43;39;8;90;13;59;9
33;2020-03-29;237;63;107;21;389;95;22;104;30;10;4;9;141;51;43;10;96;12;64;11
33;2020-03-30;288;78;144;25;479;110;26;141;90;15;4;37;173;63;58;11;115;15;85;14
33;2020-03-31;300;81;189;30;545;125;31;188;66;15;5;47;182;65;72;14;118;16;116;16
33;2020-04-01;296;88;225;32;597;137;33;226;52;12;2;38;181;68;91;14;115;20;133;18
33;2020-04-02;298;86;264;33;654;147;34;265;57;10;1;39;180;67;111;15;118;19;152;18
33;2020-04-03;311;87;281;36;691;153;37;282;37;6;3;17;185;66;119;15;126;21;161;21
33;2020-04-04;305;92;304;40;706;159;41;305;15;6;4;23;185;70;127;18;120;22;176;22
33;2020-04-05;305;90;317;42;721;161;43;318;15;2;2;13;184;70;133;18;121;20;183;24
33;2020-04-06;312;91;331;47;753;166;48;335;32;5;5;17;185;72;140;20;127;19;190;27
33;2020-04-07;315;90;350;50;780;171;51;354;27;5;3;19;185;71;149;20;130;19;200;30
33;2020-04-08;290;89;392;58;812;178;59;396;32;7;8;42;171;69;169;26;119;20;222;32
33;2020-04-09;282;87;423;62;844;184;63;427;32;6;4;31;161;67;185;27;121;20;237;35
33;2020-04-10;281;81;338;60;869;188;64;448;25;4;1;21;157;63;160;26;124;18;178;34
33;2020-04-11;308;102;362;64;900;192;68;472;31;4;4;24;175;76;175;28;133;26;186;36
34;2020-03-19;49;18;21;4;24;7;2;5;24;7;2;5;26;11;11;2;23;7;10;2
34;2020-03-20;61;21;24;4;39;13;3;6;15;6;1;1;30;12;11;1;30;9;13;3
34;2020-03-21;65;22;33;4;58;17;3;15;19;4;0;9;35;12;16;1;30;10;17;3
34;2020-03-22;66;22;38;4;69;21;5;22;11;4;2;7;33;12;19;1;33;10;19;3
34;2020-03-23;82;29;42;9;92;29;8;24;23;8;3;2;42;17;23;2;39;12;19;7
34;2020-03-24;99;34;49;10;118;38;9;31;26;9;1;7;51;22;24;3;47;12;25;7
34;2020-03-25;135;36;54;13;163;47;12;36;45;9;3;5;70;24;25;5;65;12;29;8
34;2020-03-26;152;37;70;16;200;55;15;52;37;8;3;16;85;26;28;7;67;11;42;9
34;2020-03-27;177;43;81;18;238;64;17;63;38;9;2;11;103;30;33;8;74;13;48;10
34;2020-03-28;202;51;93;21;285;75;20;75;47;11;3;12;118;36;38;9;83;15;55;12
34;2020-03-29;234;58;95;23;323;82;22;77;38;7;2;2;134;41;39;11;100;17;56;12
34;2020-03-30;242;67;109;24;347;96;23;91;24;14;1;14;136;49;49;11;106;18;60;13
34;2020-03-31;236;69;145;29;385;103;28;127;38;7;5;36;141;53;62;15;95;16;83;14
34;2020-04-01;238;76;169;35;418;113;34;152;33;10;6;25;143;58;75;18;95;18;94;17
34;2020-04-02;245;78;186;39;448;119;38;169;30;6;4;17;143;60;82;22;102;18;104;17
34;2020-04-03;264;80;201;43;489;129;42;185;41;10;4;16;157;64;87;24;107;16;114;19
34;2020-04-04;252;77;216;51;500;132;50;201;11;3;8;16;155;64;94;28;97;13;122;23
34;2020-04-05;257;71;229;52;520;132;51;214;20;0;1;13;153;58;100;29;102;13;129;23
34;2020-04-06;265;70;241;54;541;138;53;226;21;6;2;12;157;56;102;31;107;14;139;23
34;2020-04-07;254;70;272;57;566;143;56;257;25;5;3;31;152;56;113;34;100;14;158;23
34;2020-04-08;240;69;299;60;580;147;59;284;14;4;3;27;141;54;127;37;97;15;171;23
34;2020-04-09;224;66;324;62;592;147;61;309;12;0;2;25;133;52;137;39;90;14;186;23
34;2020-04-10;212;67;349;70;612;154;69;335;20;7;8;26;123;50;153;44;88;17;195;26
34;2020-04-11;185;56;375;74;622;156;73;361;10;2;4;26;106;42;167;46;76;14;207;28
35;2020-03-19;16;8;15;0;25;7;0;16;25;7;0;16;12;6;6;0;4;2;9;0
35;2020-03-20;20;9;17;1;34;9;1;17;9;2;1;1;16;7;7;1;4;2;10;0
